Matched Cell,Row Index,Column Index,Chapter
"Choose $\varepsilon>0$. Since $\phi$ is uniformly continuous on $[m, M]$, there exists $\delta>0$ such that $\delta<\varepsilon$ and $|\phi(s)-\phi(t)|<\varepsilon$ if $|s-t| \leq \delta$ and $s, t \in[m, M]$. Since $f \in \mathscr{R}(\alpha)$, there is a partition $P=\left\{x_{0}, x_{1}, \ldots, x_{n}\right\}$ of $[a, b]$ such that $U(P, f, \alpha)-L(P, f, \alpha)<\delta^{2}$. Let $M_{i}, m_{i}$ have the same meaning as in Definition 6.1, and let $M_{i}^{*}, m_{i}^{*}$ be the analogous numbers for $h$. Divide the numbers $1, \ldots, n$ into two classes: $i \in A$ if $M_{i}-m_{i}<\delta, i \in B$ if $M_{i}-m_{i} \geq \delta$. For $i \in A$, our choice of $\delta$ shows that $M_{i}^{*}-m_{i}^{*} \leq \varepsilon$. For $i \in B, $M_{i}^{*}-m_{i}^{*} \leq 2 K$, where $K=\sup |\phi(t)|, m \leq t \leq M$. By (18), we have $\delta \sum_{i \in B} \Delta \alpha_{i} \leq \sum_{i \in B}\left(M_{i}-m_{i}\right) \Delta \alpha_{i}<\delta^{2}$ so that $\sum_{i \in B} \Delta \alpha_{i}<\delta$. It follows that $U(P, h, \alpha)-L(P, h, \alpha) \leq \varepsilon[\alpha(b)-\alpha(a)]+2 K \delta<\varepsilon[\alpha(b)-\alpha(a)+2 K]$ Since $\varepsilon$ was arbitrary, Theorem 6.6 implies that $h \in \mathscr{R}(\alpha)$.",164,2,6
"$f \in \mathscr{R}(\alpha)$ on $[a, b]$ if and only if for every $\varepsilon>0$ there exists a partition $P$ such that

$$
U(P, f, \alpha)-L(P, f, \alpha)<\varepsilon
$$;  ; For a given interval $[a, b]$ and a bounded real function $f$ defined on $[a, b]$: By a partition $P$ of $[a, b]$ we mean a finite set of points $x_{0}, x_{1}, \ldots, x_{n}$, where

$$
a=x_{0} \leq x_{1} \leq \cdots \leq x_{n-1} \leq x_{n}=b .
$$

We write

$$
\Delta x_{i}=x_{i}-x_{i-1} \quad(i=1, \ldots, n)
$$

Now suppose $f$ is a bounded real function defined on $[a, b]$. Corresponding to each partition $P$ of $[a, b]$ we put

$$
\begin{array}{rlrl}
M_{i} & =\sup f(x) & & \left(x_{i-1} \leq x \leq x_{i}\right), \\
m_{i} & =\inf f(x) & & \left(x_{i-1} \leq x \leq x_{i}\right), \\
U(P, f) & =\sum_{i=1}^{n} M_{i} \Delta x_{i}, & \\
L(P, f) & =\sum_{i=1}^{n} m_{i} \Delta x_{i}, &
\end{array}
$$

and finally

$$
\begin{aligned}
& \int_{a}^{b} f d x=\inf U(P, f), \\
& \int_{a}^{b} f d x=\sup L(P, f),
\end{aligned}
$$

where the inf and the sup are taken over all partitions $P$ of $[a, b] . The left members of (1) and (2) are called the upper and lower Riemann integrals of $f$ over $[a, b]$, respectively.

If the upper and lower integrals are equal, we say that $f$ is Riemannintegrable on $[a, b]$, we write $f \in \mathscr{R}$ (that is, $\mathscr{R}$ denotes the set of Riemannintegrable functions), and we denote the common value of (1) and (2) by

$$
\int_{a}^{b} f d x
$$

or by

$$
\int_{a}^{b} f(x) d x .
$$

This is the Riemann integral of $f$ over $[a, b]$. Since $f$ is bounded, there exist two numbers, $m$ and $M$, such that

$$
m \leq f(x) \leq M \quad(a \leq x \leq b)
$$

Hence, for every $P$,

$$
m(b-a) \leq L(P, f) \leq U(P, f) \leq M(b-a)
$$

so that the numbers $L(P, f)$ and $U(P, f)$ form a bounded set. This shows that the upper and lower integrals are defined for every bounded function $f$. The question of their equality, and hence the question of the integrability of $f$, is a more delicate one. Instead of investigating it separately for the Riemann integral, we shall immediately consider a more general situation.;  ; ",164,3,6
"If $f=f_{1}+f_{2}$ and $P$ is any partition of $[a, b]$, we have $L\left(P, f_{1}, \alpha\right)+L\left(P, f_{2}, \alpha\right) \leq L(P, f, \alpha) \leq U(P, f, \alpha) \leq U\left(P, f_{1}, \alpha\right)+U\left(P, f_{2}, \alpha\right)$. If $f_{1} \in \mathscr{R}(\alpha)$ and $f_{2} \in \mathscr{R}(\alpha)$, let $\varepsilon>0$ be given. There are partitions $P_{j}$ $(j=1,2)$ such that $U\left(P_{j}, f_{j}, \alpha\right)-L\left(P_{j}, f_{j}, \alpha\right)<\varepsilon$. These inequalities persist if $P_{1}$ and $P_{2}$ are replaced by their common refinement $P$. Then (20) implies $U(P, f, \alpha)-L(P, f, \alpha)<2 \varepsilon$ which proves that $f \in \mathscr{R}(\alpha)$. With this same $P$ we have $U\left(P, f_{J}, \alpha\right)<\int f_{j} d \alpha+\varepsilon \quad(j=1,2)$ hence (20) implies $\int f d \alpha \leq U(P, f, \alpha)<\int f_{1} d \alpha+\int f_{2} d \alpha+2 \varepsilon \text {. }$ Since $\varepsilon$ was arbitrary, we conclude that $\int f d \alpha \leq \int f_{1} d \alpha+\int f_{2} d \alpha$ If we replace $f_{1}$ and $f_{2}$ in (21) by $-f_{1}$ and $-f_{2}$, the inequality is reversed, and the equality is proved.",165,2,6
"The comparison test shows that the series (22) converges for every $x$. Its sum $\alpha(x)$ is evidently monotonic, and $\alpha(a)=0, \alpha(b)=\Sigma c_{n}$. (This is the type of function that occurred in Remark 4.31.)  Let $\varepsilon>0$ be given, and choose $N$ so that  $$ \sum_{N+1}^{\infty} c_{n}<\varepsilon $$  Put  $$ \alpha_{1}(x)=\sum_{n=1}^{N} c_{n} I\left(x-s_{n}\right), \quad \alpha_{2}(x)=\sum_{N+1}^{\infty} c_{n} I\left(x-s_{n}\right) $$  By Theorems 6.12 and 6.15,  $$ \int_{a}^{b} f d \alpha_{1}=\sum_{i=1}^{N} c_{n} f\left(s_{n}\right) $$  Since $\alpha_{2}(b)-\alpha_{2}(a)<\varepsilon$,  $$ \left|\int_{a}^{b} f d \alpha_{2}\right| \leq M \varepsilon $$  where $M=\sup |f(x)|$. Since $\alpha=\alpha_{1}+\alpha_{2}$, it follows from (24) and (25) that  (26)  $$ \left|\int_{a}^{b} f d \alpha-\sum_{i=1}^{N} c_{n} f\left(s_{n}\right)\right| \leq M \varepsilon $$  If we let $N \rightarrow \infty$, we obtain (23).",170,2,6
"Let $\varepsilon>0$ be given and apply Theorem 6.6 to $\alpha^{\prime}$ : There is a partition $P=\left\{x_{0}, \ldots, x_{n}\right\}$ of $[a, b]$ such that  $$ U\left(P, \alpha^{\prime}\right)-L\left(P, \alpha^{\prime}\right)<\varepsilon . $$  The mean value theorem furnishes points $t_{i} \in\left[x_{i-1}, x_{i}\right]$ such that  $$ \Delta \alpha_{i}=\alpha^{\prime}\left(t_{i}\right) \Delta x_{i} $$  for $i=1, \ldots, n$. If $s_{i} \in\left[x_{i-1}, x_{i}\right]$, then  $$ \sum_{i=1}^{n}\left|\alpha^{\prime}\left(s_{i}\right)-\alpha^{\prime}\left(t_{i}\right)\right| \Delta x_{i}<\varepsilon $$ by (28) and Theorem 6.7(b). Put $M=\sup |f(x)|$. Since  $$ \sum_{i=1}^{n} f\left(s_{i}\right) \Delta \alpha_{i}=\sum_{i=1}^{n} f\left(s_{i}\right) \alpha^{\prime}\left(t_{i}\right) \Delta x_{i} $$ it follows from (29) that  $$ \left|\sum_{i=1}^{n} f\left(s_{i}\right) \Delta \alpha_{i}-\sum_{i=1}^{n} f\left(s_{i}\right) \alpha^{\prime}\left(s_{i}\right) \Delta x_{i}\right| \leq M \varepsilon $$ In particular,  $$ \sum_{i=1}^{n} f\left(s_{i}\right) \Delta \alpha_{i} \leq U\left(P, f \alpha^{\prime}\right)+M \varepsilon $$ for all choices of $s_{i} \in\left[x_{i-1}, x_{i}\right]$, so that  $$ U(P, f, \alpha) \leq U\left(P, f \alpha^{\prime}\right)+M \varepsilon $$ The same argument leads from (30) to  $$ U\left(P, f \alpha^{\prime}\right) \leq U(P, f, \alpha)+M \varepsilon $$ $$ \left|U(P, f, \alpha)-U\left(P, f \alpha^{\prime}\right)\right| \leq M \varepsilon $$ Now note that (28) remains true if $P$ is replaced by any refinement. Hence (31) also remains true. We conclude that  $$ \left|\bar{\int}_{a}^{b} f d \alpha-\bar{\int}_{a}^{b} f(x) \alpha^{\prime}(x) d x\right| \leq M \varepsilon $$ But $\varepsilon$ is arbitrary. Hence  $$ \int_{a}^{b} f d \alpha=\bar{\int}_{a}^{b} f(x) \alpha^{\prime}(x) d x $$ for any bounded $f$. The equality of the lower integrals follows from (30) in exactly the same way. The theorem follows.",171,2,6
"$f \in \mathscr{R}(\alpha)$ on $[a, b]$ if and only if for every $\varepsilon>0$ there exists a partition $P$ such that

$$
U(P, f, \alpha)-L(P, f, \alpha)<\varepsilon
$$; If (13) holds for some $P$ and some $\varepsilon$, then (13) holds (with the same $\varepsilon$ ) for every refinement of $P$.;If (13) holds for $P=\left\{x_{0}, \ldots, x_{n}\right\}$ and if $s_{i}, t_{i}$ are arbitrary points in $\left[x_{i-1}, x_{i}\right]$, then

$$
\sum_{i=1}^{n}\left|f\left(s_{i}\right)-f\left(t_{i}\right)\right| \Delta \alpha_{i}<\varepsilon
$$;If $f \in \mathscr{R}(\alpha)$ and the hypotheses of (b) hold, then

$$
\left|\sum_{i=1}^{n} f\left(t_{i}\right) \Delta \alpha_{i}-\int_{a}^{b} f d \alpha\right|<\varepsilon
$$;  ;  ; ",171,3,6
"To each partition $P=\left\{x_{0}, \ldots, x_{n}\right\}$ of $[a, b]$ corresponds a partition $Q=\left\{y_{0}, \ldots, y_{n}\right\}$ of $[A, B]$, so that $x_{i}=\varphi\left(y_{i}\right)$. All partitions of $[A, B]$ are obtained in this way. Since the values taken by $f$ on $\left[x_{i-1}, x_{i}\right]$ are exactly the same as those taken by $g$ on $\left[y_{i-1}, y_{i}\right]$, we see that  $$ U(Q, g, \beta)=U(P, f, \alpha), \quad L(Q, g, \beta)=L(P, f, \alpha) $$  Since $f \in \mathscr{R}(\alpha), P$ can be chosen so that both $U(P, f, \alpha)$ and $L(P, f, \alpha)$ are close to $\int f d \alpha$. Hence (38), combined with Theorem 6.6 , shows that $g \in \mathscr{R}(\beta)$ and that (37) holds. This completes the proof.",172,2,6
"If (13) holds for some $P$ and some $\varepsilon$, then (13) holds (with the same $\varepsilon$ ) for every refinement of $P$.;If (13) holds for $P=\left\{x_{0}, \ldots, x_{n}\right\}$ and if $s_{i}, t_{i}$ are arbitrary points in $\left[x_{i-1}, x_{i}\right]$, then

$$
\sum_{i=1}^{n}\left|f\left(s_{i}\right)-f\left(t_{i}\right)\right| \Delta \alpha_{i}<\varepsilon
$$;If $f \in \mathscr{R}(\alpha)$ and the hypotheses of (b) hold, then

$$
\left|\sum_{i=1}^{n} f\left(t_{i}\right) \Delta \alpha_{i}-\int_{a}^{b} f d \alpha\right|<\varepsilon
$$;  ;  ; ",174,3,6
"If $f_{1}, \ldots, f_{k}$ are the components of $\mathbf{f}$, then  $$ |\mathbf{f}|=\left(f_{1}^{2}+\cdots+f_{k}^{2}\right)^{1 / 2} . $$  By Theorem 6.11, each of the functions $f_{i}^{2}$ belongs to $\mathscr{R}(\alpha)$; hence so does their sum. Since $x^{2}$ is a continuous function of $x$, Theorem 4.17 shows that the square-root function is continuous on $[0, M]$, for every real $M$. If we apply Theorem 6.11 once more, (41) shows that $|\mathbf{f}| \in \mathscr{R}(\alpha)$.  To prove (40), put $\mathbf{y}=\left(y_{1}, \ldots, y_{k}\right)$, where $y_{j}=\int f_{j} d \alpha$. Then we have $\mathbf{y}=\int \mathbf{f} d \alpha$, and  $$ |\mathbf{y}|^{2}=\sum y_{i}^{2}=\sum y_{j} \int f_{j} d \alpha=\int\left(\sum y_{j} f_{j}\right) d \alpha . $$  By the Schwarz inequality,  $$ \sum y_{J} f_{j}(t) \leq|\mathbf{y}||\mathbf{f}(t)| \quad(a \leq t \leq b) $$  hence Theorem 6.12(b) implies  $$ |\mathbf{y}|^{2} \leq|\mathbf{y}| \int|\mathbf{f}| d \alpha $$  If $\mathbf{y}=\mathbf{0}$, (40) is trivial. If $\mathbf{y} \neq \mathbf{0}$, division of (43) by $|\mathbf{y}|$ gives (40).",177,2,6
"To prove (9), suppose first that $P^{*}$ contains just one point more than $P$. Let this extra point be $x^{*}$, and suppose $x_{i-1}<x^{*}<x_{i}$, where $x_{i-1}$ and $x_{i}$ are two consecutive points of $P$. Put  $$ \begin{array}{ll} w_{1}=\inf f(x) & \left(x_{i-1} \leq x \leq x^{*}\right) \\ w_{2}=\inf f(x) & \left(x^{*} \leq x \leq x_{i}\right) \end{array} $$  Clearly $w_{1} \geq m_{i}$ and $w_{2} \geq m_{i}$, where, as before,  Hence  $$ m_{i}=\inf f(x) \quad\left(x_{i-1} \leq x \leq x_{i}\right) $$  $$ \begin{aligned} & L\left(P^{*}, f, \alpha\right)-L(P, f, \alpha) \\ & \quad=w_{1}\left[\alpha\left(x^{*}\right)-\alpha\left(x_{i-1}\right)\right]+w_{2}\left[\alpha\left(x_{i}\right)-\alpha\left(x^{*}\right)\right]-m_{i}\left[\alpha\left(x_{i}\right)-\alpha\left(x_{i-1}\right)\right] \\ & \quad=\left(w_{1}-m_{i}\right)\left[\alpha\left(x^{*}\right)-\alpha\left(x_{i-1}\right)\right]+\left(w_{2}-m_{i}\right)\left[\alpha\left(x_{i}\right)-\alpha\left(x^{*}\right)\right] \geq 0 . \end{aligned} $$  If $P^{*}$ contains $k$ points more than $P$, we repeat this reasoning $k$ times, and arrive at (9). The proof of (10) is analogous.",179,2,6
"For every $P$ we have  $$ L(P, f, \alpha) \leq \int_{-} f d \alpha \leq \bar{\int} f d \alpha \leq U(P, f, \alpha) $$  Thus (13) implies  $$ 0 \leq \bar{\int} f d \alpha-\int f d \alpha<\varepsilon . $$  Hence, if (13) can be satisfied for every $\varepsilon>0$, we have  $$ \bar{\int} f d \alpha=\int f d \alpha $$  that is, $f \in \mathscr{R}(\alpha)$.  Conversely, suppose $f \in \mathscr{R}(\alpha)$, and let $\varepsilon>0$ be given. Then there exist partitions $P_{1}$ and $P_{2}$ such that  $$ \begin{aligned} & U\left(P_{2}, f, \alpha\right)-\int f d \alpha<\frac{\varepsilon}{2} \\ & \int f d \alpha-L\left(P_{1}, f, \alpha\right)<\frac{\varepsilon}{2} \end{aligned} $$  We choose $P$ to be the common refinement of $P_{1}$ and $P_{2}$. Then Theorem 6.4 , together with (14) and (15), shows that  $$ U(P, f, \alpha) \leq U\left(P_{2}, f, \alpha\right)<\int f d \alpha+\frac{\varepsilon}{2}<L\left(P_{1}, f, \alpha\right)+\varepsilon \leq L(P, f, \alpha)+\varepsilon $$  so that (13) holds for this partition $P$.",180,2,6
"If (13) holds for some $P$ and some $\varepsilon$, then (13) holds (with the same $\varepsilon$ ) for every refinement of $P$.",181,1,6
"If (13) holds for $P=\left\{x_{0}, \ldots, x_{n}\right\}$ and if $s_{i}, t_{i}$ are arbitrary points in $\left[x_{i-1}, x_{i}\right]$, then

$$
\sum_{i=1}^{n}\left|f\left(s_{i}\right)-f\left(t_{i}\right)\right| \Delta \alpha_{i}<\varepsilon
$$",182,1,6
"Let $\varepsilon>0$ be given. Choose $\eta>0$ so that  $$ [\alpha(b)-\alpha(a)] \eta<\varepsilon $$  Since $f$ is uniformly continuous on $[a, b]$ (Theorem 4.19), there exists a $\delta>0$ such that  $$ |f(x)-f(t)|<\eta $$  if $x \in[a, b], t \in[a, b]$, and $|x-t|<\delta$.  If $P$ is any partition of $[a, b]$ such that $\Delta x_{i}<\delta$ for all $i$, then (16) implies that  $$ M_{i}-m_{i} \leq \eta \quad(i-1, \ldots, n) $$  and therefore  $$ \begin{aligned} U(P, f, \alpha)-L(P, f, \alpha) & =\sum_{i=1}^{n}\left(M_{i}-m_{i}\right) \Delta \alpha_{i} \\ \leq \eta \sum_{i=1}^{n} \Delta \alpha_{i} & =\eta[\alpha(b)-\alpha(a)]<\varepsilon \end{aligned} $$  By Theorem 6.6, $f \in \mathscr{R}(\alpha)$.",184,2,6
"Let $\varepsilon>0$ be given. By the uniform convergence of $\left\{f_{n}\right\}$, there exists $N$ such that $n \geq N, m \geq N, t \in E$ imply  $$ \left|f_{n}(t)-f_{m}(t)\right| \leq \varepsilon $$  Letting $t \rightarrow x$ in (18), we obtain  $$ \left|A_{n}-A_{m}\right| \leq \varepsilon $$  for $n \geq N, m \geq N$, so that $\left\{A_{n}\right\}$ is a Cauchy sequence and therefore converges, say to $A$.  Next,  $$ |f(t)-A| \leq\left|f(t)-f_{n}(t)\right|+\left|f_{n}(t)-A_{n}\right|+\left|A_{n}-A\right| . $$  We first choose $n$ such that  $$ \left|f(t)-f_{n}(t)\right| \leq \frac{\varepsilon}{3} $$  for all $t \in E$ (this is possible by the uniform convergence), and such that  $$ \left|A_{n}-A\right| \leq \frac{\varepsilon}{3} \text {. } $$  Then, for this $n$, we choose a neighborhood $V$ of $x$ such that  $$ \left|f_{n}(t)-A_{n}\right| \leq \frac{\varepsilon}{3} $$  if $t \in V \cap E, t \neq x$.  Substituting the inequalities (20) to (22) into (19), we see that  $$ |f(t)-A| \leq \varepsilon $$  provided $t \in V \cap E, t \neq x$. This is equivalent to (16).",187,2,7
"It suffices to prove this for real $f_{n}$. Put  $$ \varepsilon_{n}=\sup \left|f_{n}(x)-f(x)\right|, $$  the supremum being taken over $a \leq x \leq b$. Then  $$ f_{n}-\varepsilon_{n} \leq f \leq f_{n}+\varepsilon_{n}, $$  so that the upper and lower integrals of $f$ (see Definition 6.2) satisfy  Hence  $$ \int_{a}^{b}\left(f_{n}-\varepsilon_{n}\right) d \alpha \leq \int_{-} f d \alpha \leq \bar{\int} f d \alpha \leq \int_{a}^{b}\left(f_{n}+\varepsilon_{n}\right) d \alpha $$  $$ 0 \leq \bar{\int} f d \alpha-\int_{-} f d \alpha \leq 2 \varepsilon_{n}[\alpha(b)-\alpha(a)] . $$  Since $\varepsilon_{n} \rightarrow 0$ as $n \rightarrow \infty$ (Theorem 7.9), the upper and lower integrals of $f$ are equal.  Thus $f \in \mathscr{R}(\alpha)$. Another application of (25) now yields  $$ \left|\int_{a}^{b} f d \alpha-\int_{a}^{b} f_{n} d \alpha\right| \leq \varepsilon_{n}[\alpha(b)-\alpha(a)] $$  This implies (23).",191,2,7
"Let $\varepsilon>0$ be given. Choose $N$ such that $n \geq N, m \geq N$, implies  $$ \left|f_{n}\left(x_{0}\right)-f_{m}\left(x_{0}\right)\right|<\frac{\varepsilon}{2} $$  and  $$ \left|f_{n}^{ \prime}(t)-f_{m}^{ \prime}(t)\right|<\frac{\varepsilon}{2(b-a)} \quad(a \leq t \leq b) $$  If we apply the mean value theorem 5.19 to the function $f_{n}-f_{m},(29)$ shows that  $$ \left|f_{n}(x)-f_{m}(x)-f_{n}(t)+f_{m}(t)\right| \leq \frac{|x-t| \varepsilon}{2(b-a)} \leq \frac{\varepsilon}{2} $$  for any $x$ and $t$ on $[a, b]$, if $n \geq N, m \geq N$. The inequality  $$ \left|f_{n}(x)-f_{m}(x)\right| \leq\left|f_{n}(x)-f_{m}(x)-f_{n}\left(x_{0}\right)+f_{m}\left(x_{0}\right)\right|+\left|f_{n}\left(x_{0}\right)-f_{m}\left(x_{0}\right)\right| $$  implies, by (28) and (30), that  $$ \left|f_{n}(x)-f_{m}(x)\right|<\varepsilon \quad(a \leq x \leq b, n \geq N, m \geq N) $$ so that $\left\{f_{n}\right\}$ converges uniformly on $[a, b]",192,2,7
"Define  $$ \varphi(x)=|x| \quad(-1 \leq x \leq 1) $$  and extend the definition of $\varphi(x)$ to all real $x$ by requiring that  $$ \varphi(x+2)=\varphi(x) $$  Then, for all $s$ and $t$,  $$ |\varphi(s)-\varphi(t)| \leq|s-t| $$  In particular, $\varphi$ is continuous on $R^{1}$. Define  $$ f(x)=\sum_{n=0}^{\infty}\left(\frac{3}{4}\right)^{n} \varphi\left(4^{n} x\right) $$  Since $0 \leq \varphi \leq 1$, Theorem 7.10 shows that the series (37) converges uniformly on $R^{1}$. By Theorem 7.12, $f$ is continuous on $R^{1}$.  Now fix a real number $x$ and a positive integer $m$. Put  $$ \delta_{m}= \pm \frac{1}{2} \cdot 4^{-m} $$  where the sign is so chosen that no integer lies between $4^{m} x$ and $4^{m}\left(x+\delta_{m}\right)$. This can be done, since $4^{m}\left|\delta_{m}\right|=\frac{1}{2}$. Define  $$ \gamma_{n}=\frac{\varphi\left(4^{n}\left(x+\delta_{m}\right)\right)-\varphi\left(4^{n} x\right)}{\delta_{m}} $$  When $n>m$, then $4^{n} \delta_{m}$ is an even integer, so that $\gamma_{n}=0$. When $0 \leq n \leq m$, (36) implies that $\left|\gamma_{n}\right| \leq 4^{n}$.  Since $\left|\gamma_{m}\right|=4^{m}$, we conclude that  $$ \begin{aligned} \left|\frac{f\left(x+\delta_{m}\right)-f(x)}{\delta_{m}}\right| & =\left|\sum_{n=0}^{m}\left(\frac{3}{4}\right)^{n} \gamma_{n}\right| \\ & \geq 3^{m}-\sum_{n=0}^{m-1} 3^{n} \\ & =\frac{1}{2}\left(3^{m}+1\right) . \end{aligned} $$  As $m \rightarrow \infty, \delta_{m} \rightarrow 0$. It follows that $f$ is not differentiable at $x$.",193,2,7
"Let $\varepsilon>0$ be given. Since $\left\{f_{n}\right\}$ converges uniformly, there is an integer $N$ such that  $$ \left\|f_{n}-f_{N}\right\|<\varepsilon \quad(n>N) $$  (See Definition 7.14.) Since continuous functions are uniformly continuous on compact sets, there is a $\delta>0$ such that  $$ \left|f_{i}(x)-f_{i}(y)\right|<\varepsilon $$  if $1 \leq i \leq N$ and $d(x, y)<\delta$.  If $n>N$ and $d(x, y)<\delta$, it follows that  $$ \left|f_{n}(x)-f_{n}(y)\right| \leq\left|f_{n}(x)-f_{N}(x)\right|+\left|f_{N}(x)-f_{N}(y)\right|+\left|f_{N}(y)-f_{n}(y)\right|<3 \varepsilon $$  In conjunction with (43), this proves the theorem.",195,2,7
"Let $E$ be a countable dense subset of $K$. (For the existence of such a set $E$, see Exercise 25, Chap. 2.) Theorem 7.23 shows that $\left\{f_{n}\right\}$ has a subsequence $\left\{f_{n_{l}}\right\}$ such that $\left\{f_{n_{t}}(x)\right\}$ converges for every $x \in E$.  Put $f_{n_{i}}=g_{i}$, to simplify the notation. We shall prove that $\left\{g_{i}\right\}$ converges uniformly on $K$.  Let $\varepsilon>0$, and pick $\delta>0$ as in the beginning of this proof. Let $V(x, \delta)$ be the set of all $y \in K$ with $d(x, y)<\delta$. Since $E$ is dense in $K$, and $K$ is compact, there are finitely many points $x_{1}, \ldots, x_{m}$ in $E$ such that  $$ K \subset V\left(x_{1}, \delta\right) \cup \cdots \cup V\left(x_{m}, \delta\right) $$  Since $\left\{g_{i}(x)\right\}$ converges for every $x \in E$, there is an integer $N$ such that  $$ \left|g_{l}\left(x_{s}\right)-g_{j}\left(x_{s}\right)\right|<\varepsilon $$  whenever $i \geq N, j \geq N, 1 \leq s \leq m$.  If $x \in K$, (45) shows that $x \in V\left(x_{s}, \delta\right)$ for some $s$, so that  $$ \left|g_{l}(x)-g_{l}\left(x_{s}\right)\right|<\varepsilon $$  for every $i$. If $i \geq N$ and $j \geq N$, it follows from (46) that  $$ \begin{aligned} \left|g_{i}(x)-g_{j}(x)\right| & \leq\left|g_{i}(x)-g_{i}\left(x_{s}\right)\right|+\left|g_{i}\left(x_{s}\right)-g_{j}\left(x_{s}\right)\right|+\left|g_{j}\left(x_{s}\right)-g_{j}(x)\right| \\ & <3 \varepsilon . \end{aligned} $$  This completes the proof.",197,2,7
"We may assume, without loss of generality, that $[a, b]=[0,1]$.  We may also assume that $f(0)=f(1)=0$. For if the theorem is proved for this case, consider  $$ g(x)=f(x)-f(0)-x[f(1)-f(0)] \quad(0 \leq x \leq 1) $$  Here $g(0)=g(1)=0$, and if $g$ can be obtained as the limit of a uniformly convergent sequence of polynomials, it is clear that the same is true for $f$, since $f-g$ is a polynomial.  Furthermore, we define $f(x)$ to be zero for $x$ outside $[0,1]$. Then $f$ is uniformly continuous on the whole line.  We put  $$ Q_{n}(x)=c_{n}\left(1-x^{2}\right)^{n} \quad(n=1,2,3, \ldots) $$  where $c_{n}$ is chosen so that  $$ \int_{-1}^{1} Q_{n}(x) d x=1 \quad(n=1,2,3, \ldots) $$  We need some information about the order of magnitude of $c_{n}$. Since  $$ \begin{aligned} \int_{-1}^{1}\left(1-x^{2}\right)^{n} d x=2 \int_{0}^{1}\left(1-x^{2}\right)^{n} d x & \geq 2 \int_{0}^{1 / \sqrt{n}}\left(1-x^{2}\right)^{n} d x \\ & \geq 2 \int_{0}^{1 / \sqrt{n}}\left(1-n x^{2}\right)^{n} d x \\ & =\frac{4}{3 \sqrt{n}} \\ & >\frac{1}{\sqrt{n}}, \end{aligned} $$  it follows from (48) that  $$ c_{n}<\sqrt{n} $$ The inequality $\left(1-x^{2}\right)^{n} \geq 1-n x^{2}$ which we used above is easily shown to be true by considering the function  $$ \left(1-x^{2}\right)^{n}-1+n x^{2} $$  which is zero at $x=0$ and whose derivative is positive in $(0,1)$.  For any $\delta>0$, (49) implies  $$ Q_{n}(x) \leq \sqrt{n}\left(1-\delta^{2}\right)^{n} \quad(\delta \leq|x| \leq 1) $$  so that $Q_{n} \rightarrow 0$ uniformly in $\delta \leq|x| \leq 1$.  Now set  $$ P_{n}(x)=\int_{-1}^{1} f(x+t) Q_{n}(t) d t \quad(0 \leq x \leq 1) $$  Our assumptions about $f$ show, by a simple change of variable, that  $$ P_{n}(x)=\int_{-x}^{1-x} f(x+t) Q_{n}(t) d t=\int_{0}^{1} f(t) Q_{n}(t-x) d t $$  and the last integral is clearly a polynomial in $x$. Thus $\left\{P_{n}\right\}$ is a sequence of polynomials, which are real if $f$ is real.  Given $\varepsilon>0$, we choose $\delta>0$ such that $|y-x|<\delta$ implies  $$ |f(y)-f(x)|<\frac{\varepsilon}{2} $$ Let $M=\sup |f(x)|$. Using (48), (50), and the fact that $Q_{n}(x) \geq 0$, we see that for $0 \leq x \leq 1$,  $$ \begin{aligned} \left|P_{n}(x)-f(x)\right| & =\left|\int_{-1}^{1}[f(x+t)-f(x)] Q_{n}(t) d t\right| \\ & \leq \int_{-1}^{1}|f(x+t)-f(x)| Q_{n}(t) d t \\ & \leq 2 M \int_{-1}^{-\delta} Q_{n}(t) d t+\frac{\varepsilon}{2} \int_{-\delta}^{\delta} Q_{n}(t) d t+2 M \int_{\delta}^{1} Q_{n}(t) d t \\ & \leq 4 M \sqrt{n}\left(1-\delta^{2}\right)^{n}+\frac{\varepsilon}{2} \\ & <\varepsilon \end{aligned} $$ for all large enough $n$, which proves the theorem.",198,2,7
"Suppose $\left\{f_{n}\right\}$ converges uniformly on $E$, and let $f$ be the limit function. Then there is an integer $N$ such that $n \geq N, x \in E$ implies  so that  $$ \left|f_{n}(x)-f(x)\right| \leq \frac{\varepsilon}{2}, $$  $$ \left|f_{n}(x)-f_{m}(x)\right| \leq\left|f_{n}(x)-f(x)\right|+\left|f(x)-f_{m}(x)\right| \leq \varepsilon $$  if $n \geq N, m \geq N, x \in E$.  Conversely, suppose the Cauchy condition holds. By Theorem 3.11, the sequence $\left\{f_{n}(x)\right\}$ converges, for every $x$, to a limit which we may call $f(x)$. Thus the sequence $\left\{f_{n}\right\}$ converges on $E$, to $f$. We have to prove that the convergence is uniform.  Let $\varepsilon>0$ be given, and choose $N$ such that (13) holds. Fix $n$, and let $m \rightarrow \infty$ in (13). Since $f_{m}(x) \rightarrow f(x)$ as $m \rightarrow \infty$, this gives  $$ \left|f_{n}(x)-f(x)\right| \leq \varepsilon $$  for every $n \geq N$ and every $x \in E$, which completes the proof.",202,2,7
"Letting $n \rightarrow \infty$ in (72), we obtain (73), the so-called ""Bessel inequality.""",204,2,8
